,sentence
812,"""|PMS Ilipat|VBOF natin|PRP ang|DTC bigas|NNC sa|CCT kaldero|NNC at|CCA hugasan|VBOF ng|CCB tatlong|JJN_CCP beses|NNC ,|PMC para|CCT siguraduhing|NNC_CCP ito|PRO ay|LM malinis|JJD .|PMP  
"
813,"""|PMS Tinuruan|VBTS rin|RBI ni|DTP Nanay|NNP Isay|NNP si|DTP Budang|NNP kung|RBK paano|RBQ ang|DTC pagsukat|NNC ng|CCB tubig|NNC .|PMP  
"
814,"""|PMS Sukatin|VBOF mo|PRS ang|DTC tubig|NNC hanggang|RBW sa|CCT gitnang|JJD_CCP guhit|NNC ng|CCB iyong|PRSP_CCP hinlalaki|NNC .|PMP
"
815,"Kailangang|VBS_CCP sakto|JJD lang|RBI ang|DTC dami|NNC ng|CCB iyong|PRSP_CCP tubig|NNC para|CCT hindi|RBF maging|VBW mabasa|VBW ang|DTC iyong|PRSP_CCP sinaing|NNC .|PMP
"
816,"Paglagay|NNP mo|PRS sa|CCT kalan|NNC ay|LM siguraduhin|VBOF mong|PRS_CCP nakasarado|VBTS nang|RBD mabuti|RBD ang|DTC kaldero|NNC para|CCT mabilis|RBD itong|PRO_CCP maluto|VBW ,|PMC ""|PMS pagpatuloy|NNC niya|PRS .|PMP
"
817,"Habang|RBW naghihintay|VBTR na|CCP kumulo|VBTS_VBAF ang|DTC sinaing|FW ,|PMC inihanda|VBTS nila|PRP ang|DTC dahon|NNC ng|CCB malunggay|NNC na|CCP ilalagay|VBTF sa|CCT sinabawang|VBTS_CCP isda|NNC .|PMP
"
818,"Nang|RBW kumulo|CDB na|CCP ang|DTC tubig|NNC ng|CCB sinaing|FW ,|PMC binuksan|VBOF ni|DTP Nanay|NNP Isay|NNP ang|DTC kaldero|NNC para|CCT ito|PRO ay|LM pasingawin|RBD .|PMP  
"
819,"""|PMS Kung|CCR mawalan|VBW na|CCP ito|PRO ng|CCB tubig|NNC ,|PMC pahinaan|NNC mo|PRS lamang|RBI ang|DTC apoy|NNC para|CCT ito|PRO ay|LM maluto|VBW na|RBI ,|PMC ""|PMS pagpapaliwanag|NNC ni|DTP Nanay|NNP Isay|NNP .|PMP
"
820,"Pinasok|VBOF niya|PRS ang|DTC uling|NNC sa|CCT lata|NNC para|CCT magamit|VBW pa|RBI itong|PRO_CCP muli|RBW .|PMP  
"
821,"""|PMS Nakalimutan|RBD nating|PRP_CCP maglagay|VBAF ng|CCB dahon|NNC ng|CCB pandan|NNC ,|PMC Nanay|NNC !|PMS  
"
822,"""|PMS naalala|VBTS ni|DTP Budang|NNP .|PMP  
"
823,"""|PMS Ay|NNP ,|PMC oo|RBT nga|RBI .|PMP
"
824,"Sa|CCT susunod|VBTF nalang|VBTS_CCP natin|PRP ilagay|VBOL iyan|PRO .|PMP
"
825,"Hindi|RBF naman|RBI kailangan|VBS na|CCP palaging|RBD_CCP may|VBH dahon|NNC ng|CCB pandan|NNC ang|DTC sinaing|FW .|PMP  
"
826,"""|PMS Nang|RBW sumunod|VBAF na|CCP araw|NNC ,|PMC si|DTP Budang|NNP na|CCP ang|DTC nagsaing|VBTS para|CCT sa|CCT pananghalian|NNC .|PMP
"
827,"Sinunod|VBTS niya|PRS ang|DTC lahat|PRI ng|CCB sinabi|VBTS ni|DTP Nanay|NNP Isay|NNP .|PMP  
"
828,"""|PMS Ikaw|NNP na|CCP ang|DTC bahala|NNC riyan|NNC sa|CCT ating|PRSP_CCP kusina|NNC ,|PMC ha|NNCA .|PMP
"
829,"Hindi|RBF na|CCP tayo|PRP magluluto|VBW ng|CCB ulam|NNC dahil|CCR meron|VBH pang|RBI_CCP natira|VBTS kanina|RBW ,|PMC ""|PMS sabi|VBS ni|DTP Nanay|NNP Isay|NNP .|PMP
"
830,"Pinunasan|VBTS niya|PRS kaagad|RBW ang|DTC mga|DTCP bintana|NNC sa|CCT loob|NNC ng|CCB bahay|NNC .|PMP
"
831,"Habang|RBW nagbabantay|VBTS si|DTP Budang|NNP ,|PMC nakita|VBTS niyang|PRS_CCP nangunguha|VBTR ng|CCB aratiles|FW sina|DTPP Nene|NNP at|CCA Toto|NNP sa|CCT labas|NNC ng|CCB kanilang|PRSP_CCP bakuran|NNC .|PMP  
"
832,"""|PMS Nene|NNP !|PMS  
"
833,"""|PMS tawag|VBS ni|DTP Budang|NNP .|PMP  
"
834,"""|PMS Bigyan|VBOF ninyo|PRP ako|PRS ng|CCB aratiles|FW !|PMS  
"
835,"""|PMS Tumakbo|VBAF palabas|NNC si|DTP Budang|NNP at|CCA sumali|VBAF sa|CCT pamimitas|NNC !|PMS
"
836,"Pulang|NNP_CCP -|PMS pula|JJD ang|DTC mga|DTCP bunga|NNC at|CCA matatamis|VBTF pa|RBI !|PMS  
"
837,"""|PMS Mas|JJCC mabilis|JJD tayo|PRP kapag|CCR aakyatin|VBTF ko|PRS ang|DTC kahoy|NNC ,|PMC ""|PMS pagmamalaki|NNC ni|DTP Budang|NNP .|PMP
"
838,"Kinuha|VBOF niya|PRS ang|DTC kaniyang|PRSP_CCP tsinelas|NNC at|CCA saka|CCA umakyat|VBAF .|PMP  
"
839,"""|PMS Doon|PRL sa|CCT kabilang|JJD_CCP sanga|NNC .|PMP
"
840,"Madami|PRI pa|RBI doong|PRO_CCP mga|DTCP hinog|NNC na|CCP aratiles|FW !|PMS  
"
841,"""|PMS sigaw|NNC ni|DTP Nene|NNP .|PMP
"
842,"Maabot|VBW na|CCP sana|VBS ni|DTP Budang|NNP ang|DTC sanga|NNC nang|RBW maamoy|VBW niya|PRS ang|DTC sunog|NNC na|CCP sinaing|VBTS .|PMP
"
843,"Dali|NNP -|PMS dali|JJD siyang|PRS_CCP bumaba|VBAF at|CCA tumakbo|VBAF pabalik|RBD ng|CCB bahay|NNC !|PMS
"
844,"Pagdating|VBW niya|PRS sa|CCT kusina|NNC ,|PMC pinatay|VBTS na|RBI ni|DTP Nanay|NNP Isay|NNP ang|DTC apoy|NNC .|PMP  
"
845,"""|PMS Ay|NNP naku|NNP Budang|NNP !|PMS
"
846,"Nasunog|VBTS ang|DTC sinaing|FW mo|PRS !|PMQ
"
847,"Sayang|RBS naman|RBI ang|DTC kanin|NNC natin|PRP ,|PMC puro|JJD na|CCP sunog|NNC !|PMS  
"
848,"""|PMS Pag|CCR -|PMS uwi|NNC ni|DTP Tatay|NNP Dodong|NNP galing|RBL sa|CCT bukid|NNC ,|PMC mahinahon|JJD niyang|PRS_CCP sinabihan|VBOF si|DTP Budang|NNP .|PMP  
"
849,"""|PMS Kapag|CCR ikaw|PRS ay|LM nagluluto|VBTR ,|PMC Budang|NNP ,|PMC kailangang|VBS_CCP bantayan|VBOF mo|PRS ito|PRO .|PMP
"
850,"Naghihirap|VBTR kami|PRP sa|CCT pagtatanim|NNC at|CCA pag|CCR -|PMS aani|NNC ng|CCB palay|NNC para|CCT magkaroon|VBW tayo|PRP ng|CCB bigas|NNC .|PMP ""|PMS  
"
851,"""|PMS Pasensiya|NNP po|RBS ,|PMC Tatay|NNC .|PMP
"
852,"Babantayan|NNP ko|PRS na|CCP po|RBS lagi|RBW ang|DTC sinaing|NNC_CCP ko|PRS .|PMP ""|PMS  
"
853,"""|PMS Masarap|NNP ba|FW kumain|VBAF ng|CCB sunog|NNC na|CCP kanin|NNC ?|PMQ  
"
854,"""|PMS biro|NNC ni|DTP Tatay|NNP Dodong|NNP nang|RBW makita|VBW niya|PRS na|CCP malungkot|JJD si|DTP Budang|NNP .|PMP  
"
855,"""|PMS Hindi|RBF ,|PMC Tatay|NNC ,|PMC siyempre|RBT !|PMQ
"
856,"Mahirap|JJD ito|PRO nguyain|VBOF ,|PMC ""|PMS sagot|NNC niya|PRS .|PMP  
"
857,"""|PMS Bukas|JJD ,|PMC ikaw|PRS ulit|RBW ang|DTC magsasaing|VBW ,|PMC ha|NNCA .|PMP ""|PMS  
"
858,"""|PMS Opo|NNP ,|PMC Tatay|NNC .|PMP  
"
859,"""|PMS Maaga|JJD pang|RBI_CCP nagising|VBTS si|DTP Budang|NNP .|PMP
"
860,"Nagsaing|VBTS siya|PRS at|CCA binantayan|VBTS ito|PRO nang|RBD mabuti|RBD .|PMP
"
861,"Hindi|RBF sunog|NNC ,|PMC hindi|RBF hilaw|JJD ,|PMC at|CCA bagkus|CCT ,|PMC ay|LM amoy|NNC ang|DTC halimuyak|NNC ng|CCB dahon|NNC ng|CCB pandan|NNC sa|CCT sinaing|NNC ni|DTP Budang|NNP .|PMP
"
862,"Tumulong|VBAF pa|RBI siya|PRS kay|DTP Nanay|NNP Isay|NNP na|CCP magluto|VBW ng|CCB tortang|RBD talong|JJN_CCP .|PMP
"
863,"Pinuri|VBOF ng|CCB kaniyang|PRSP_CCP mga|DTCP magulang|NNC si|DTP Budang|NNP .|PMP
"
864,"Masayang|JJD_CCP kumain|VBAF ng|CCB masarap|JJD na|CCP almusal|NNC ang|DTC kanilang|PRSP_CCP pamilya|NNC .|PMP
"
865,"Tinuruan|VBOF ni|DTP Nanay|NNP Isay|NNP kung|RBK paano|RBQ magluto|VBW at|CCA magsaing|VBW si|DTP Budang|NNP .|PMP
"
866,"Madali|RBD lang|RBI naman|RBI pala|NNC ang|DTC mga|DTCP hakbang|NNC .|PMP
"
867,"Ngunit|CCT ,|PMC noong|RBW_CCP umuwi|VBAF si|DTP Tatay|NNP Dodong|NNP halin|NNC sa|CCT bukid|NNC ay|LM may|VBH paalala|NNC ito|PRO kay|DTP Budang|NNP .|PMP
"
868,"Gusto|VBS ko|PRS lang|RBI naman|RBI na|CCP may|VBH magmahal|VBW sa|CCT akin|PRSP .|PMP
"
869,"Pero|CCT paano|PRQ mangyayari|VBTF iyon|PRO kung|CCR palagi|RBW ako|PRS iniiwasan|VBTR ng|CCB mga|DTCP tao|NNC ?|PMQ
"
870,"Iyan|VBTR_VBOF ang|DTC palagi|RBW kong|PRS_CCP iniisip|VBTR .|PMP
"
871,"Dahil|CCR sunog|NNC ang|DTC kalahati|PRI ng|CCB aking|PRSP_CCP katawan|NNC ,|PMC walang|VBN_CCP buhok|NNC ,|PMC pangit|JJD at|CCA madaming|JJD_CCP peklat|NNC ,|PMC nag|RBD_CCP tingin|NNC nila|PRP may|VBH nakakahawa|VBTR akong|PRS_CCP sakit|NNC kaya|CCR ayaw|RBF din|RBI nila|PRP sa|CCT akin|PRSP .|PMP
"
872,"Gusto|VBS ko|PRS lang|RBI naman|RBI maka|VBW -|PMS kain|NNC ,|PMC maki|NNC -|PMS paglaro|VBW ,|PMC at|CCA mahalin|VBW ng|CCB mga|DTCP tao|NNC .|PMP
"
873,"Habang|RBW naghahanap|VBTR ako|PRS ng|CCB pagkain|NNC ,|PMC may|VBH mga|DTCP batang|JJD_CCP binato|VBOF ko|PRS ng|CCB mga|DTCP bato|NNC habang|RBW sumisigaw|VBTR_VBAF ,|PMC ""|PMS Nakakadiri|VBTR ka|PRS !|PMQ
"
874,"Alis|NNP !|PMS  
"
875,"""|PMS Hindi|RBF ko|PRS sila|PRP pinansin|VBOF at|CCA nagtuloy|VBTS lang|RBI ako|PRS sa|CCT paghahanap|NNC ng|CCB pagkain|NNC ngunit|CCT ,|PMC hindi|RBF sila|PRP tumigil|VBAF kaya|CCR umalis|VBAF na|RBI lang|RBI ako|PRS .|PMP
"
876,"Gusto|VBS ko|PRS lang|RBI alagaan|VBOF ,|PMC mahalin|VBW .|PMP
"
877,"Ngunit|CCT paano|PRQ ko|PRS mararamdaman|VBTF ang|DTC ganyan|NNC kung|CCR palaging|RBD_CCP masasakit|JJD na|CCP salita|NNC ang|DTC itinatapon|VBTR sa|CCT akin|PRSP saan|PRQ man|RBI ako|PRS magpunta|VBW ?|PMQ
"
878,"Mayroon|VBH ding|RBI_CCP mga|DTCP mabubuting|JJD_CCP tao|NNC na|CCP nagpapakain|VBTR sa|CCT akin|PRSP ,|PMC tulad|JJC ng|CCB bata|NNC sa|CCT panaderya|NNC na|CCP nagbigay|VBTS sa|CCT akin|PRSP ng|CCB tinapay|NNC .|PMP  
"
879,"""|PMS Salamat|RBS sa|CCT pagkain|NNC .|PMP
"
880,"Ano|PRQ ang|DTC pangalan|NNC mo|PRS ?|PMQ  
"
881,"""|PMS Itinanong|VBTS ko|PRS .|PMP  
"
882,"""|PMS Ako|PRS si|DTP Kiko|NNP .|PMP
"
883,"Ikaw|NNP ?|PMQ  
"
884,"""|PMS May|VBH sasabihin|VBTF pa|RBI sana|VBS ako|PRS ngunit|CCT napagpasyahan|VBTS kong|PRS_CCP umalis|VBAF nang|RBD mapansin|VBW ko|PRS ang|DTC dumaraming|JJD_CCP tao|NNC sa|CCT tabi|NNC ng|CCB panaderya|NNC .|PMP  
"
885,"""|PMS Paalam|NNP ,|PMC ""|PMS narinig|VBTS kong|PRS_CCP sabi|VBS ng|CCB bata|NNC .|PMP
"
886,"Maraming|PRI_CCP mga|DTCP tao|NNC tulad|JJC ng|CCB Kiko|NNC na|CCP nagpapakain|VBTR sa|CCT akin|PRSP ,|PMC ngunit|CCT mayroon|VBH ding|RBI_CCP ilang|PRQ_CCP na|CCP patuloy|RBD na|CCP itinataboy|VBTR ako|PRS .|PMP
"
887,"Isang|PRI_CCP araw|NNC ,|PMC habang|RBW naghahanap|VBTR ako|PRS ng|CCB makakain|VBW ,|PMC napadpad|VBTS ako|PRS sa|CCT isang|PRI_CCP bahay|NNC .|PMP
"
888,"Umakyat|VBAF ako|PRS sa|CCT bakod|NNC at|CCA nakita|VBTS ko|PRS si|DTP Kiko|NNP na|CCP nagdidilig|VBTR ng|CCB mga|DTCP halaman|NNC .|PMP
"
889,"Papunta|VBW na|CCP sana|VBS ako|PRS sa|CCT kanya|PRSP ,|PMC may|VBH nakita|VBTS akong|PRS_CCP ahas|NNC na|CCP sumisitsit|VBTR_VBAF sa|CCT likod|NNC niya|PRS .|PMP
"
890,"Mabilis|RBD ko|PRS itong|PRO_CCP inatake|VBTS gamit|VBS ang|DTC aking|PRSP_CCP mga|DTCP kuko|NNC .|PMP
"
891,"Hissssss|NNP ...|PMS ""|PMS Umalis|VBAF ka|PRS sa|CCT akin|PRSP !|PMQ
"
892,"Umalis|VBAF ka|PRS sa|CCT akin|PRSP !|PMS  
"
893,"""|PMS sabi|VBS ng|CCB ahas|NNC .|PMP  
"
894,"""|PMS Hindi|RBF ako|PRS papayag|VBTF na|CCP saktan|VBOF mo|PRS si|DTP Kiko|NNP !|PMS  
"
895,"""|PMS Sabi|VBS ko|PRS .|PMP
"
896,"Nang|RBW makita|VBW ni|DTP Kiko|NNP ang|DTC nangyayari|VBTR ,|PMC mabilis|RBD siyang|PRS_CCP tumakbo|VBAF papasok|RBD ng|CCB bahay|NNC ,|PMC sumigaw|VBAF ,|PMC ""|PMS Papa|NNP ,|PMC dali|JJD !|PMS
"
897,"May|VBH ahas|NNC sa|CCT damuhan|NNC natin|PRP !|PMS  
"
898,"""|PMS Nung|RBW_CCP wala|VBN pa|RBI ang|DTC ahas|NNC ,|PMC lumayo|VBAF ako|PRS .|PMP
"
899,"Mabilis|RBD na|CCP lumabas|VBAF si|DTP Kiko|NNP at|CCA ang|DTC kanyang|PRSP_CCP ama|NNC .|PMP
"
900,"Tinuro|VBOF ako|PRS ni|DTP Kiko|NNP .|PMP
"
901,"Nang|RBW makita|VBW ko|PRS ang|DTC kanyang|PRSP_CCP ama|NNC na|CCP may|VBH hawak|JJD na|CCP pala|NNC ,|PMC nakaramdam|VBTS ako|PRS ng|CCB takot|NNC .|PMP
"
902,"Sasaktan|VBOF niya|PRS ba|RBI ako|PRS ?|PMQ
"
903,"Ngunit|CCT nang|RBW makalapit|VBW siya|PRS ,|PMC dinampot|VBTS niya|PRS ang|DTC ahas|NNC at|CCA inilagay|VBTS sa|CCT loob|NNC ng|CCB sako|NNC .|PMP
"
904,"Lumapit|VBTS_VBAF palapit|JJD sakin|VBOF ang|DTC tatay|NNC ni|DTP Kiko|NNP .|PMP  
"
905,"""|PMS Kiko|NNP ang|DTC sasabihin|VBTF mo|PRS sa|CCT pusa|NNC ?|PMQ
"
906,"tanong|NNC nya|PRS .|PMP
"
907,"Aalis|NNP na|CCP sana|VBS ako|PRS ng|CCB magsalita|VBAF si|DTP Kiko|NNP ,|PMC ""|PMS Salamat|RBS !|PMS  
"
908,"""|PMS Lumapit|VBAF sya|PRS sa|CCT tabi|NNC ko|PRS at|CCA ako|PRS ay|LM niyakap|VBTS Hindi|RBF ko|PRS namalayan|VBTR na|CCP nakatulog|VBTS ako|PRS sa|CCT dibdib|NNC ni|DTP Kiko|NNP .|PMP  
"
909,"""|PMS Iko|NNP ,|PMC halika|NNC .|PMP
"
910,"Maglaro|VBAF tayo|PRP !|PMS  
"
911,"""|PMS Tawag|VBS ni|DTP Kiko|NNP .|PMP
"
912,"Inampon|VBOF nila|PRP ako|PRS .|PMP
"
913,"Binubusog|VBTR nila|PRP ako|PRS ng|CCB pagmamahal|NNC .|PMP
"
914,"Palagi|RBW akong|PRS_CCP nakikipaglaro|VBTR kay|DTP Kiko|NNP at|CCA natutulog|VBTR sa|CCT tabi|NNC niya|PRS .|PMP
"
915,"Sobrang|JJCS_CCP saya|VBS ko|PRS !|PMQ
"
916,"Narrator|NNP :|PMS Chirath|NNP Wickramaratne|FW .|PMP
"
917,"""|PMS Naaamoy|VBTS mo|PRS ’|PMS yon|PRO ?|PMQ  
"
918,"""|PMS tanong|NNC ni|DTP Anopol|NNP habang|RBW nakatingala|VBTS kay|DTP Tang|NNP -|PMS id|NNCA .|PMP  
"
919,"""|PMS Oo|RBT ,|PMC naaamoy|VBTR ko|PRS ,|PMC ""|PMS sagot|NNC ni|DTP Tang|NNP -|PMS id|NNCA na|CCP nakaharang|JJD kay|DTP Anopol|NNP .|PMP  
"
920,"""|PMS Mayroon|VBH na|CCP namang|RBI_CCP nagsusunog|VBTR ,|PMC ""|PMS sabi|VBS pa|RBI niya|PRS .|PMP
"
921,"Lumalapit|VBTR_VBAF at|CCA lumalawak|VBTR_VBAF lalo|JJCC ang|DTC mga|DTCP nagsusunog|VBTR dito|PRL sa|CCT kagubatan|NNC araw|NNC -|PMS araw|NNC ,|PMC ""|PMS nakatatakot|JJD na|CCP sabi|VBS ni|DTP Anopol|NNP .|PMP  
"
922,"""|PMS Paano|PRQ na|CCP kung|CCR narito|PRL na|CCP ’|PMS yan|PRO sa|CCT atin|PRSP bukas|JJD ?|PMQ  
"
923,"""|PMS tanong|NNC ni|DTP Anopol|NNP .|PMP  
"
924,"""|PMS Di|RBF ko|PRS rin|RBI alam|VBS ,|PMC Anopol|NNP ,|PMC ""|PMS nakatatakot|JJD naman|RBI na|CCP sagot|NNC ni|DTP Tang|NNP -|PMS id|NNCA .|PMP  
"
925,"""|PMS Nakikita|VBTR mo|PRS ’|PMS yon|PRO ?|PMQ  
"
926,"""|PMS tanong|NNC ni|DTP Anopol|NNP kay|DTP Tang|NNP -|PMS id|NNCA .|PMP  
"
927,"""|PMS Oo|RBT siyempre|RBT ,|PMC nakikita|VBTR ko|PRS ,|PMC ""|PMS sagot|NNC ni|DTP Tang|NNP -|PMS id|NNCA .|PMP  
"
928,"""|PMS Gumuguho|VBTR_VBAF na|CCP ang|DTC mga|DTCP bangin|NNC ,|PMC ""|PMS sabi|VBS pa|RBI niya|PRS .|PMP  
"
929,"""|PMS Dumadausdos|VBTR na|CCP ang|DTC mga|DTCP lupa|NNC doon|PRL sa|CCT itaas|JJD .|PMP
"
930,"Paano|PRQ na|CCP kung|CCR narito|PRL na|CCP ’|PMS yan|PRO sa|CCT atin|PRSP bukas|JJD ?|PMQ  
"
931,"""|PMS di|RBF -|PMS mapakaling|VBW_CCP tanong|NNC ni|DTP Anopol|NNP .|PMP  
"
932,"""|PMS Di|RBF ko|PRS rin|RBI alam|VBS ,|PMC ""|PMS nakatatakot|JJD naman|RBI na|CCP sagot|NNC ni|DTP Tang|NNP -|PMS id|NNCA .|PMP  
"
933,"""|PMS Naririnig|VBTR mo|PRS ’|PMS yon|PRO ?|PMQ  
"
934,"""|PMS tanong|NNC ni|DTP Anopol|NNP kay|DTP Tang|NNP -|PMS id|NNCA .|PMP  
"
935,"""|PMS Naririnig|VBTR ko|PRS ,|PMC ""|PMS sagot|NNC ni|DTP Tang|NNP -|PMS id|NNCA .|PMP  
"
936,"""|PMS Meron|VBH na|CCP naman|RBI !|PMQ ""|PMS  
"
937,"""|PMS Araw|NNP -|PMS araw|NNC na|CCP lang|RBI ay|LM may|VBH lumalagabog|VBTR_VBAF na|CCP kahoy|NNC ,|PMC ""|PMS balisang|JJD_CCP sabi|VBS ni|DTP Anopol|NNP .|PMP  
"
938,"""|PMS Paano|PRQ na|CCP kung|CCR narito|PRL na|CCP ’|PMS yan|PRO sa|CCT atin|PRSP bukas|JJD ?|PMQ  
"
939,"""|PMS tanong|NNC ni|DTP Anopol|NNP .|PMP  
"
940,"""|PMS Di|RBF ko|PRS rin|RBI alam|VBS ,|PMC Anopol|NNP ,|PMC ""|PMS nakatatakot|JJD na|CCP sagot|NNC ni|DTP Tang|NNP -|PMS id|NNCA .|PMP
"
941,"Di|RBF mapakali|VBW ang|DTC dalawa|JJN kahit|CCT namimilog|VBTR ang|DTC buwan|NNC .|PMP  
"
942,"""|PMS Ay|RBF tingnan|VBOF mo|PRS ,|PMC may|VBH maliit|JJD na|CCP Rafflesia|NNP ,|PMC ""|PMS sabi|VBS ng|CCB isang|PRI_CCP binatang|JJD_CCP kasama|CCB ng|CCB grupong|NNC_CCP Bantay|NNP Bukid|NNP na|CCP nangangalaga|VBTR sa|CCT kabundukan|NNC .|PMP  
"
943,"""|PMS Bulaklak|NNP ’|CDB yan|PRO na|CCP Anopol|NNP ,|PMC ""|PMS sabi|VBS ng|CCB Agtang|PRQ_CCP kasama|CCB nila|PRP .|PMP ""|PMS  
"
944,"""|PMS Matatagpuan|VBTF dito|PRL ang|DTC pinakamaliit|JJCS_JJD at|CCA pinakamalaking|JJCS_JJD_CCP mga|DTCP bulaklak|NNC sa|CCT buong|PRI_CCP mundo|NNC ,|PMC ""|PMS sabi|VBS ng|CCB binata|NNC .|PMP  
"
945,"""|PMS Meron|VBH pala|NNC niyan|PRO dito|PRL sa|CCT Mt.|NNPA Iriga|NNP ,|PMC ""|PMS masayang|JJD_CCP sabi|NNC niya|PRS .|PMP  
"
946,"""|PMS Sabi|VBW ng|CCB mga|DTCP matatanda|NNC ’|PMS yon|PRO nakilala|VBTS noon|RBW ang|DTC Iriga|NNP dahil|CCR dito|PRL kinukuha|VBTR ang|DTC mga|DTCP bulaklak|NNC na|CCP ginagawang|VBTR_CCP pabango|NNC sa|CCT Manila|NNP ,|PMC ""|PMS dagdag|JJD pa|RBI niya|PRS .|PMP  
"
947,"""|PMS Naaamoy|NNP mo|PRS ’|PMS yan|PRO ?|PMQ  
"
948,"""|PMS tanong|NNC ng|CCB binata|NNC doon|PRL na|CCP kasama|CCB niya|PRS .|PMP  
"
949,"""|PMS Oo|RBT ,|PMC may|VBH nagsusunog|VBTR na|CCP naman|RBI sa|CCT mga|DTCP talahiban|NNC ,|PMC ""|PMS sagot|NNC naman|RBI ng|CCB isa|PRI .|PMP  
"
950,"""|PMS Nakita|VBTS mo|PRS ’|PMS yong|PRO_CCP kaninang|NNC_CCP nadaanan|VBTS nating|PRP_CCP gumuguhong|VBTR_VBAF_CCP lupa|NNC doon|PRL sa|CCT bangin|NNC ?|PMQ  
"
951,"""|PMS tanong|NNC pa|RBI ng|CCB binata|NNC .|PMP  
"
952,"""|PMS Binuldoser|NNP dahil|CCR ipagbibili|VBOB ang|DTC lupa|NNC ,|PMC ""|PMS sabi|VBS naman|RBI ng|CCB isang|PRI_CCP Agta|NNP .|PMP  
"
953,"""|PMS Ang|DTC tunog|NNC ng|CCB chainsaw|NNC ,|PMC malapit|JJD lang|RBI yan|PRO dito|PRL ,|PMC ano|PRQ ?|PMQ  
"
954,"""|PMS sabi|VBS ulit|RBW ng|CCB binata|NNC .|PMP  
"
955,"""|PMS Kung|CCR magpapatuloy|VBTR_VBAF itong|PRO_CCP mga|DTCP kaingero|NNC ,|PMC mga|DTCP maghuhukay|VBTF_VBAF ng|CCB lupa|NNC ,|PMC at|CCA mga|DTCP mamumutol|NNC kahoy|NNC ,|PMC kawawa|JJD naman|RBI nitong|PRO_CCP Anopol|NNP at|CCA Tang|NNP -|PMS id|NNCA pati|CCA na|RBI rin|RBI ang|DTC iba|PRI pang|RBI_CCP mga|DTCP nabubuhay|VBTR dito|PRL sa|CCT bukid|NNC .|PMP
"
956,"Mauubos|VBTF silang|PRP_CCP lahat|PRI .|PMP ""|PMS  
"
957,"""|PMS Bukas|JJD ,|PMC bumalik|VBAF tayo|PRP upang|CCB hulihin|VBOF itong|PRO_CCP mga|DTCP naninira|VBTR nitong|PRO_CCP kabundukan|NNC ,|PMC ""|PMS sabi|VBS pa|RBI niya|PRS .|PMP
"
958,"Pag|CCR -|PMS alis|NNC ng|CCB mga|DTCP Bantay|NNP Bukid|NNP ,|PMC nakahinga|RBD -|PMS hinga|NNC ng|CCB malalim|JJD si|DTP Anopol|NNP at|CCA si|DTP Tang|NNP -|PMS id|NNCA .|PMP
"
959,"Alam|VBS nila|PRP ang|DTC kasagutan|NNC ng|CCB kinatatakutan|VBTR nila|PRP ,|PMC kaya|CCR noong|RBW_CCP gabi|RBW ,|PMC mapayapa|RBD nilang|PRP_CCP minasdan|VBOF ang|DTC buwan|NNC at|CCA mga|DTCP bituwin|NNC .|PMP
"
960,"May|VBH mga|DTCP naririnig|VBTR sila|PRP Anopol|NNP at|CCA Tang|NNP -|PMS id|FW sa|CCT kalagitnaan|RBW ng|CCB gabi|RBW .|PMP
"
961,"May|VBH naaamoy|VBTS silang|PRP_CCP usok|NNC sa|CCT di|RBF -|PMS kalayuan|NNC ,|PMC may|VBH nakikitang|VBTR_CCP dumadausdos|VBTR_VBAF na|CCP lupa|NNC galing|RBL sa|CCT itaas|JJD ng|CCB bukid|NNC .|PMP
"
962,"Saan|PRQ kaya|CCR ito|PRO galing|RBL ?|PMQ
"
963,"Aray|NNP !|PMS
"
964,"Ang|DTC Sakit|NNP !|PMS
"
965,"Bakasyon|NNP na|RBI .|PMP
"
966,"Wala|VBN nang|RBW pasok|NNC .|PMP
"
967,"Nagpaalam|VBTS si|DTP Carl|NNP na|CCP maglalaro|VBTF ng|CCB basketbol|NNC sa|CCT plasa|NNC .|PMP  
"
968,"""|PMS Carl|NNP !|PMS  
"
969,"""|PMS sigaw|NNC ng|CCB kanyang|PRSP_CCP kalaro|NNC sabay|JJD pasa|NNC ng|CCB bola|NNC .|PMP
"
970,"Mataas|JJD ang|DTC pagkakapasa|NNC kaya|CCR hindi|RBF niya|PRS ito|PRO naabot|VBTS .|PMP
"
971,"Naagaw|VBTS tuloy|JJD ng|CCB kabilang|JJD_CCP grupo|NNC at|CCA nakapuntos|VBTS .|PMP  
"
972,"""|PMS Sayang|RBS !|PMS
"
973,"Kung|CCR matangkad|JJD lang|RBI sana|VBS ako|PRS naabot|VBTS ko|PRS ang|DTC bola|NNC ,|PMC tayo|PRP sana|VBS ang|DTC nanalo|VBTS ,|PMC ""|PMS malungkot|JJD at|CCA nanghihinayang|VBTR na|CCP tugon|NNC ni|DTP Carl|NNP sa|CCT kaibigan|NNC .|PMP  
"
974,"""|PMS Ah|RBJ !|PMS
"
975,"Kaya|CCR di|RBF ka|PRS tumatangkad|VBTR_VBAF kasi|CCR di|RBF ka|PRS pa|RBI tuli|JJD ,|PMC talo|JJD ka|PRS tuloy|JJD !|PMS  
"
976,"""|PMS pang|RBI_CCP -|PMS aasar|FW ng|CCB mga|DTCP bata|NNC sa|CCT kabilang|JJD_CCP grupo|NNC sabay|JJD lakad|NNC palayo|RBD .|PMP  
"
